Comunidades;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2018;7.600.065
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2017;7.555.830
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2016;7.522.596
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2015;7.508.106
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2014;7.518.903
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2013;7.553.650
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2012;7.570.908
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2011;7.539.618
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2010;7.512.381
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2009;7.475.420
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2008;7.364.078
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2007;7.210.508
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2006;7.134.697
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2005;6.995.206
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2004;6.813.319
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2003;6.704.146
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2002;6.506.440
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2001;6.361.365
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;2000;6.261.999
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;1999;6.207.533
CATALUÑA;TOTAL EDADES;TOTAL;Ambos sexos;1998;6.147.610
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2020;3.826.964
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2019;3.770.123
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2018;3.730.326
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2017;3.710.200
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2016;3.697.368
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2015;3.691.745
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2014;3.701.740
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2013;3.725.318
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2012;3.741.628
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2011;3.732.196
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2010;3.724.515
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2009;3.713.765
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2008;3.661.028
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2007;3.578.176
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2006;3.543.706
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2005;3.468.235
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2004;3.366.329
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2003;3.309.850
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2002;3.201.029
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2001;3.115.336
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;2000;3.058.628
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;1999;3.030.196
CATALUÑA;TOTAL EDADES;TOTAL;Hombres;1998;2.997.637
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2020;3.953.515
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2019;3.905.094
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2018;3.869.739
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2017;3.845.630
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2016;3.825.228
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2015;3.816.361
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2014;3.817.163
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2013;3.828.332
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2012;3.829.280
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2011;3.807.422
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2010;3.787.866
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2009;3.761.655
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2008;3.703.050
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2007;3.632.332
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2006;3.590.991
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2005;3.526.971
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2004;3.446.990
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2003;3.394.296
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2002;3.305.411
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2001;3.246.029
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;2000;3.203.371
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;1999;3.177.337
CATALUÑA;TOTAL EDADES;TOTAL;Mujeres;1998;3.149.973
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2020;6.519.860
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2019;6.515.790
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2018;6.517.966
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2017;6.514.468
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2016;6.499.198
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2015;6.480.037
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2014;6.429.689
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2013;6.395.178
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2012;6.384.129
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2011;6.353.766
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2010;6.313.843
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2009;6.286.141
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2008;6.260.288
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2007;6.238.001
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2006;6.220.940
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2005;6.196.302
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2004;6.170.473
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2003;6.161.138
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2002;6.124.373
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2001;6.104.011
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;2000;6.080.401
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;1999;6.062.608
CATALUÑA;TOTAL EDADES;Españoles;Ambos sexos;1998;6.026.249
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2020;3.176.668
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2019;3.174.342
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2018;3.175.354
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2017;3.173.353
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2016;3.166.000
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2015;3.155.673
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2014;3.131.541
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2013;3.115.321
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2012;3.110.970
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2011;3.097.646
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2010;3.079.270
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2009;3.066.240
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2008;3.056.950
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2007;3.047.157
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2006;3.038.848
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2005;3.025.755
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2004;3.012.934
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2003;3.008.082
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2002;2.989.127
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2001;2.975.038
CATALUÑA;TOTAL EDADES;Españoles;Hombres;2000;2.962.173
CATALUÑA;TOTAL EDADES;Españoles;Hombres;1999;2.953.731
CATALUÑA;TOTAL EDADES;Españoles;Hombres;1998;2.932.968
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2020;3.343.192
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2019;3.341.448
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2018;3.342.612
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2017;3.341.115
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2016;3.333.198
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2015;3.324.364
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2014;3.298.148
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2013;3.279.857
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2012;3.273.159
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2011;3.256.120
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2010;3.234.573
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2009;3.219.901
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2008;3.203.338
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2007;3.190.844
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2006;3.182.092
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2005;3.170.547
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2004;3.157.539
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2003;3.153.056
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2002;3.135.246
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2001;3.128.974
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;2000;3.118.229
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;1999;3.108.876
CATALUÑA;TOTAL EDADES;Españoles;Mujeres;1998;3.093.281
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2020;1.260.619
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2019;1.159.427
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2018;1.082.099
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2017;1.041.362
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2016;1.023.398
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2015;1.028.069
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2014;1.089.214
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2013;1.158.472
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2012;1.186.779
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2011;1.185.852
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2010;1.198.538
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2009;1.189.279
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2008;1.103.790
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2007;972.507
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2006;913.757
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2005;798.904
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2004;642.846
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2003;543.008
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2002;382.067
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2001;257.354
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;2000;181.598
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;1999;144.925
CATALUÑA;TOTAL EDADES;Extranjeros;Ambos sexos;1998;121.361
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2020;650.296
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2019;595.781
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2018;554.972
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2017;536.847
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2016;531.368
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2015;536.072
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2014;570.199
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2013;609.997
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2012;630.658
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2011;634.550
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2010;645.245
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2009;647.525
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2008;604.078
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2007;531.019
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2006;504.858
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2005;442.480
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2004;353.395
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2003;301.768
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2002;211.902
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2001;140.298
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;2000;96.455
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;1999;76.464
CATALUÑA;TOTAL EDADES;Extranjeros;Hombres;1998;64.669
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2020;610.323
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2019;563.646
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2018;527.127
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2017;504.515
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2016;492.030
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2015;491.997
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2014;519.015
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2013;548.475
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2012;556.121
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2011;551.302
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2010;553.293
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2009;541.754
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2008;499.712
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2007;441.488
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2006;408.899
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2005;356.424
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2004;289.451
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2003;241.240
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2002;170.165
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2001;117.055
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;2000;85.142
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;1999;68.461
CATALUÑA;TOTAL EDADES;Extranjeros;Mujeres;1998;56.691
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;16,20
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;15,11
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2018;14,24
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2017;13,78
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2016;13,60
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2015;13,69
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2014;14,49
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2013;15,34
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2012;15,68
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2011;15,73
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2010;15,95
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2009;15,91
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2008;14,99
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2007;13,49
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2006;12,81
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2005;11,42
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2004;9,44
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2003;8,10
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2002;5,87
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2001;4,05
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;2000;2,90
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;1999;2,33
CATALUÑA;TOTAL EDADES;% Extranjeros;Ambos sexos;1998;1,97
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2020;16,99
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2019;15,80
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2018;14,88
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2017;14,47
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2016;14,37
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2015;14,52
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2014;15,40
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2013;16,37
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2012;16,86
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2011;17,00
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2010;17,32
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2009;17,44
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2008;16,50
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2007;14,84
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2006;14,25
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2005;12,76
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2004;10,50
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2003;9,12
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2002;6,62
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2001;4,50
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;2000;3,15
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;1999;2,52
CATALUÑA;TOTAL EDADES;% Extranjeros;Hombres;1998;2,16
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2020;15,44
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2019;14,43
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2018;13,62
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2017;13,12
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2016;12,86
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2015;12,89
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2014;13,60
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2013;14,33
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2012;14,52
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2011;14,48
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2010;14,61
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2009;14,40
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2008;13,49
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2007;12,15
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2006;11,39
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2005;10,11
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2004;8,40
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2003;7,11
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2002;5,15
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2001;3,61
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;2000;2,66
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;1999;2,15
CATALUÑA;TOTAL EDADES;% Extranjeros;Mujeres;1998;1,80
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2020;1.248.821
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2019;1.252.038
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2018;1.253.117
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2017;1.253.572
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2016;1.254.019
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2015;1.253.854
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2014;1.253.785
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2013;1.255.923
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2012;1.250.707
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2011;1.234.321
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2010;1.213.432
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2009;1.186.345
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2008;1.150.607
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2007;1.111.408
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2006;1.085.283
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2005;1.051.833
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2004;1.014.179
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2003;986.582
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2002;952.415
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2001;931.260
CATALUÑA;0-15 años;TOTAL;Ambos sexos;2000;919.608
CATALUÑA;0-15 años;TOTAL;Ambos sexos;1999;925.916
CATALUÑA;0-15 años;TOTAL;Ambos sexos;1998;926.430
CATALUÑA;0-15 años;TOTAL;Hombres;2020;642.784
CATALUÑA;0-15 años;TOTAL;Hombres;2019;644.444
CATALUÑA;0-15 años;TOTAL;Hombres;2018;645.056
CATALUÑA;0-15 años;TOTAL;Hombres;2017;645.290
CATALUÑA;0-15 años;TOTAL;Hombres;2016;645.444
CATALUÑA;0-15 años;TOTAL;Hombres;2015;645.297
CATALUÑA;0-15 años;TOTAL;Hombres;2014;645.390
CATALUÑA;0-15 años;TOTAL;Hombres;2013;646.433
CATALUÑA;0-15 años;TOTAL;Hombres;2012;644.641
CATALUÑA;0-15 años;TOTAL;Hombres;2011;636.326
CATALUÑA;0-15 años;TOTAL;Hombres;2010;625.294
CATALUÑA;0-15 años;TOTAL;Hombres;2009;610.854
CATALUÑA;0-15 años;TOTAL;Hombres;2008;592.783
CATALUÑA;0-15 años;TOTAL;Hombres;2007;572.484
CATALUÑA;0-15 años;TOTAL;Hombres;2006;559.117
CATALUÑA;0-15 años;TOTAL;Hombres;2005;541.586
CATALUÑA;0-15 años;TOTAL;Hombres;2004;521.874
CATALUÑA;0-15 años;TOTAL;Hombres;2003;507.519
CATALUÑA;0-15 años;TOTAL;Hombres;2002;489.924
CATALUÑA;0-15 años;TOTAL;Hombres;2001;478.499
CATALUÑA;0-15 años;TOTAL;Hombres;2000;472.401
CATALUÑA;0-15 años;TOTAL;Hombres;1999;476.294
CATALUÑA;0-15 años;TOTAL;Hombres;1998;475.401
CATALUÑA;0-15 años;TOTAL;Mujeres;2020;606.037
CATALUÑA;0-15 años;TOTAL;Mujeres;2019;607.594
CATALUÑA;0-15 años;TOTAL;Mujeres;2018;608.061
CATALUÑA;0-15 años;TOTAL;Mujeres;2017;608.282
CATALUÑA;0-15 años;TOTAL;Mujeres;2016;608.575
CATALUÑA;0-15 años;TOTAL;Mujeres;2015;608.557
CATALUÑA;0-15 años;TOTAL;Mujeres;2014;608.395
CATALUÑA;0-15 años;TOTAL;Mujeres;2013;609.490
CATALUÑA;0-15 años;TOTAL;Mujeres;2012;606.066
CATALUÑA;0-15 años;TOTAL;Mujeres;2011;597.995
CATALUÑA;0-15 años;TOTAL;Mujeres;2010;588.138
CATALUÑA;0-15 años;TOTAL;Mujeres;2009;575.491
CATALUÑA;0-15 años;TOTAL;Mujeres;2008;557.824
CATALUÑA;0-15 años;TOTAL;Mujeres;2007;538.924
CATALUÑA;0-15 años;TOTAL;Mujeres;2006;526.166
CATALUÑA;0-15 años;TOTAL;Mujeres;2005;510.247
CATALUÑA;0-15 años;TOTAL;Mujeres;2004;492.305
CATALUÑA;0-15 años;TOTAL;Mujeres;2003;479.063
CATALUÑA;0-15 años;TOTAL;Mujeres;2002;462.492
CATALUÑA;0-15 años;TOTAL;Mujeres;2001;452.762
CATALUÑA;0-15 años;TOTAL;Mujeres;2000;447.208
CATALUÑA;0-15 años;TOTAL;Mujeres;1999;449.623
CATALUÑA;0-15 años;TOTAL;Mujeres;1998;451.029
CATALUÑA;0-15 años;Españoles;Ambos sexos;2020;1.049.691
CATALUÑA;0-15 años;Españoles;Ambos sexos;2019;1.065.477
CATALUÑA;0-15 años;Españoles;Ambos sexos;2018;1.076.682
CATALUÑA;0-15 años;Españoles;Ambos sexos;2017;1.081.628
CATALUÑA;0-15 años;Españoles;Ambos sexos;2016;1.080.538
CATALUÑA;0-15 años;Españoles;Ambos sexos;2015;1.074.826
CATALUÑA;0-15 años;Españoles;Ambos sexos;2014;1.060.275
CATALUÑA;0-15 años;Españoles;Ambos sexos;2013;1.049.700
CATALUÑA;0-15 años;Españoles;Ambos sexos;2012;1.040.069
CATALUÑA;0-15 años;Españoles;Ambos sexos;2011;1.024.322
CATALUÑA;0-15 años;Españoles;Ambos sexos;2010;1.004.857
CATALUÑA;0-15 años;Españoles;Ambos sexos;2009;985.384
CATALUÑA;0-15 años;Españoles;Ambos sexos;2008;967.653
CATALUÑA;0-15 años;Españoles;Ambos sexos;2007;950.840
CATALUÑA;0-15 años;Españoles;Ambos sexos;2006;936.445
CATALUÑA;0-15 años;Españoles;Ambos sexos;2005;919.295
CATALUÑA;0-15 años;Españoles;Ambos sexos;2004;904.895
CATALUÑA;0-15 años;Españoles;Ambos sexos;2003;897.896
CATALUÑA;0-15 años;Españoles;Ambos sexos;2002;888.099
CATALUÑA;0-15 años;Españoles;Ambos sexos;2001;886.176
CATALUÑA;0-15 años;Españoles;Ambos sexos;2000;885.256
CATALUÑA;0-15 años;Españoles;Ambos sexos;1999;898.068
CATALUÑA;0-15 años;Españoles;Ambos sexos;1998;903.598
CATALUÑA;0-15 años;Españoles;Hombres;2020;539.996
CATALUÑA;0-15 años;Españoles;Hombres;2019;548.071
CATALUÑA;0-15 años;Españoles;Hombres;2018;553.875
CATALUÑA;0-15 años;Españoles;Hombres;2017;556.236
CATALUÑA;0-15 años;Españoles;Hombres;2016;555.637
